gn_division,week,risk_score,top_features,explanation_text
Watapuluwa West,2025-02-10 00:00:00,0.11324415367797677,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-02-17 00:00:00,0.1115279292024644,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-02-24 00:00:00,0.11599207958223694,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-03-03 00:00:00,0.1167613765825672,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-03-10 00:00:00,0.11667585059064045,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-03-17 00:00:00,0.11703870104117074,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-03-24 00:00:00,0.11653870104117074,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-03-31 00:00:00,0.11653870104117074,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-04-07 00:00:00,0.11653870104117074,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-04-14 00:00:00,0.12027567158109377,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-04-21 00:00:00,0.12325392207464521,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-04-28 00:00:00,0.11523297237351775,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-05-05 00:00:00,0.11521109535077312,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-05-12 00:00:00,0.11536388187315172,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-05-19 00:00:00,0.11536388187315172,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-05-26 00:00:00,0.11662208511976804,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-06-02 00:00:00,0.11863541170546306,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-06-09 00:00:00,0.11661768026733496,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-06-16 00:00:00,0.11536768026733496,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-06-23 00:00:00,0.11599268026733496,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-06-30 00:00:00,0.11589902032497185,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-07-07 00:00:00,0.11589902032497185,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-07-14 00:00:00,0.11889792383374377,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-07-21 00:00:00,0.11900209050041044,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-07-28 00:00:00,0.11609886469395882,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-08-04 00:00:00,0.12109302487193435,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-08-11 00:00:00,0.11859302487193435,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-08-18 00:00:00,0.11850517178104263,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-08-25 00:00:00,0.11850396315775497,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-09-01 00:00:00,0.11420067914841163,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-09-08 00:00:00,0.11420067914841163,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-09-15 00:00:00,0.11420067914841163,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Wathurakumbura,2019-12-30 00:00:00,0.09261347341951036,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
Wathurakumbura,2020-01-06 00:00:00,0.09715833431009387,"['unemployment_rate', 'year', 'total_crimes_roll8']","The elevated drugs risk in Wathurakumbura during the past week is primarily driven by unemployment_rate, year, which outweighs mitigating factors such as total_crimes_roll8."
