crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,DS_Division,Avg_Household_Income,Unemployment_Rate,Building_Density,Road_Density,Land_Area_Density
theft,dalada maligawa,7/28/2020,f,sinhala,48,16:07:00,Rainy,7.293398471,80.64124568,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,273.2,sinhala,Gangawata Korale,122151,4.68,457.8,8,11.69
theft,thannekumbura,7/28/2020,f,sinhala,23,22:25:00,Rainy,7.283957272,80.65997742,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,6.7,sinhala,Gangawata Korale,118847,4.48,85.4,5.9,2.09
stabbing,yatinuwara street,8/2/2020,m,sinhala,49,4:27:00,Rainy,7.295358227,80.63702723,Nawam Full Moon Poya Day,1,General Urban,Mahanuwara,LK2130120,11613,149.1,sinhala,Gangawata Korale,123729,4.72,839.1,15.2,20.3
theft,d.s senanayake lane,8/6/2020,f,sinhala,29,6:07:00,Rainy,7.297570641,80.63903098,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,340.7,sinhala,Gangawata Korale,103623,4.42,640.2,9.2,15.76
drugs,mada bowala angampitiya,8/8/2020,f,sinhala,30,21:59:00,Rainy,7.273560371,80.61328993,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,269.1,sinhala,Gangawata Korale,117978,4.32,812.4,23.6,16.24
drugs,primrose gardens,8/8/2020,m,sinhala,49,22:25:00,Rainy,7.277503816,80.61116425,Non-Holiday,0,Commercial,Welata,LK2130170,21826,375.8,sinhala,Gangawata Korale,104541,4.65,581.5,24.1,11.73
robbery,yatinuwara street,8/9/2020,m,sinhala,35,9:02:00,Rainy,7.297664889,80.63665075,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,150,sinhala,Gangawata Korale,107002,4.32,906.7,13.5,19.71
theft,rajapihilla road,8/9/2020,m,muslim,47,17:37:00,Rainy,7.286164475,80.64071779,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,738.2,muslim,Gangawata Korale,109127,4.72,641.5,14.1,12.08
drugs,dalada maligawa,8/10/2020,m,sinhala,30,14:26:00,Rainy,7.294742405,80.64137381,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,272.8,sinhala,Gangawata Korale,104740,4.51,380,5.7,9.42
theft,train station,8/11/2020,foreign couple,muslim,28,19:05:00,Rainy,7.288620159,80.63472759,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,227.5,muslim,Gangawata Korale,119528,4.48,781.8,18.5,19.04
theft,rajapihilla road,8/12/2020,m,muslim,47,16:36:00,Rainy,7.288874329,80.64052233,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,654.3,muslim,Gangawata Korale,113473,4.38,642.7,16.6,13.11
burglary,mahaiyawa cemetery,8/12/2020,f,sinhala,31,20:09:00,Rainy,7.303698351,80.63367372,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,211.9,sinhala,Gangawata Korale,109401,4.38,1200,19.5,17.79
drugs,mada bowala angampitiya,8/13/2020,m,sinhala,44,10:38:00,Rainy,7.27310712,80.610982,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,290.4,sinhala,Gangawata Korale,114615,4.52,820,24.4,17.28
drugs,peradeniya road,8/13/2020,m,sinhala,59,16:09:00,Rainy,7.280173704,80.62257409,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,73.8,sinhala,Gangawata Korale,115065,4.71,792,23.1,14.92
drugs,primrose gardens,8/13/2020,m,sinhala,49,17:53:00,Rainy,7.278401161,80.60952001,Non-Holiday,0,Commercial,Welata,LK2130170,21826,532.4,sinhala,Gangawata Korale,115403,4.48,530.5,24.8,8.54
burglary,municipal indoor sports complex,8/15/2020,f,sinhala,61,21:53:00,Rainy,7.28547988,80.62601941,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,350.2,sinhala,Gangawata Korale,114823,4.54,1378.6,23.5,20.51
vehicle theft,municipal indoor sports complex,8/16/2020,m,muslim,63,3:05:00,Cloudy,7.285635999,80.62558924,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,363.9,muslim,Gangawata Korale,105717,4.49,1332.7,24.1,20.1
vehicle theft,dangolla,8/17/2020,m,sinhala,21,20:06:00,Rainy,7.270879439,80.61111284,Non-Holiday,0,Residential,Bowala,LK2130205,2430,186.7,sinhala,Gangawata Korale,112540,4.51,769,28.4,17.38
stabbing,mahaiyawa,8/18/2020,f,sinhala,33,20:12:00,Cloudy,7.305361781,80.63253042,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,206.1,sinhala,Gangawata Korale,123275,4.48,1216.6,21.2,17.22
stabbing,rajapihilla road,8/21/2020,m,sinhala,29,5:27:00,Rainy,7.28817314,80.64256334,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,643.7,sinhala,Gangawata Korale,113943,4.46,622.3,17.8,14.44
drugs,hanthane town,8/23/2020,f,sinhala,53,12:58:00,Rainy,7.267525424,80.63535968,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,669.9,sinhala,Gangawata Korale,117162,4.39,86.7,8.1,1.23
drugs,police station,8/26/2020,f,sinhala,50,13:34:00,Rainy,7.293212425,80.63257184,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,214.8,sinhala,Gangawata Korale,122676,4.69,839.1,19.8,19.22
burglary,hanthane town,9/1/2020,f,sinhala,60,1:30:00,Rainy,7.269467977,80.63347009,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,492,sinhala,Gangawata Korale,108417,4.68,107.1,12,1.58
burglary,peradeniya road,9/1/2020,m,sinhala,66,17:57:00,Rainy,7.281447543,80.6198883,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,315.7,sinhala,Gangawata Korale,125716,4.58,848.1,28.9,18.66
drugs,central market,9/3/2020,f,sinhala,30,11:47:00,Cloudy,7.290788931,80.63362143,Medin Full Moon Poya Day,1,Commercial,Bogambara,LK2130145,2198,365.1,sinhala,Gangawata Korale,115321,4.4,820,21.7,20.81
drugs,gatambe bridge,9/5/2020,m,sinhala,15,10:11:00,Rainy,7.272206535,80.602696,Non-Holiday,0,Commercial,Getambe,LK2130180,5235,966.3,sinhala,Gangawata Korale,124372,4.48,205.3,7.9,7.34
burglary,hanthane town,9/5/2020,f,sinhala,60,12:50:00,Rainy,7.266734993,80.63674992,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,776.7,sinhala,Gangawata Korale,105709,4.39,52.3,4.5,0.75
stabbing,yatinuwara street,9/11/2020,m,sinhala,34,14:23:00,Rainy,7.294944291,80.63440755,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,253.6,sinhala,Gangawata Korale,112503,4.67,1002.4,19.6,22.41
robbery,post office,9/13/2020,f,sinhala,61,15:04:00,Rainy,7.289845149,80.63353045,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,260.5,sinhala,Gangawata Korale,109180,4.6,874.8,19.7,21.25
robbery,bus stand,9/16/2020,f,muslim,36,20:40:00,Rainy,7.253262649,80.59031822,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,355.4,muslim,Udunuwara,73732,5.8,485.9,15.2,11.4
theft,nuwarawela ampitiya,9/18/2020,m,sinhala,43,20:09:00,Rainy,7.286588353,80.64797134,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,310.7,sinhala,Gangawata Korale,108678,4.63,646.6,21.8,13.96
drugs,municipal indoor sports complex,9/21/2020,f,sinhala,64,16:54:00,Rainy,7.283303379,80.62702041,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,191.7,sinhala,Gangawata Korale,112574,4.35,1447.5,20.2,19.61
burglary,bus stand,9/26/2020,m,sinhala,30,10:32:00,Rainy,7.287925068,80.63285197,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,40.8,sinhala,Gangawata Korale,112034,4.3,825.1,18.3,19.82
burglary,d.s senanayake lane,9/27/2020,m,sinhala,46,6:42:00,Rainy,7.298687233,80.63663298,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,259.2,sinhala,Gangawata Korale,124022,4.59,878.7,14.1,18.69
theft,sky gate hotel,9/28/2020,m,sinhala,29,15:37:00,Rainy,7.287935385,80.65483673,Non-Holiday,0,Commercial,Ampitiya North,LK2130230,926,576.3,sinhala,Gangawata Korale,121095,4.47,307.3,16,5.2
stabbing,hanthane road,9/28/2020,m,sinhala,20,23:12:00,Rainy,7.285021293,80.63468254,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,341.7,sinhala,Gangawata Korale,106521,4.29,613.4,14.8,12.48
stabbing,hanthane road,9/29/2020,m,sinhala,20,4:43:00,Rainy,7.285625248,80.63228937,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,228.7,sinhala,Gangawata Korale,110750,4.57,814.9,18.5,16.52
vehicle theft,dodamwela,10/1/2020,m,sinhala,41,4:50:00,Rainy,7.29279263,80.54045424,Duruthu Full Moon Poya Day,1,General Urban,Ihala Dodamwala,LK2136120,6861,325.1,sinhala,Yatinuwara,72827,6.06,29.3,3.9,0.33
drugs,kandy town,10/8/2020,m,sinhala,70,8:42:00,Rainy,7.29232391,80.63500402,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,471.4,sinhala,Gangawata Korale,121389,4.43,874.8,20,21.21
robbery,hanthane town,10/9/2020,m,sinhala,52,15:37:00,Rainy,7.266247674,80.63475888,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,813.2,sinhala,Gangawata Korale,125786,4.58,61.2,7.9,0.87
robbery,2nd rajasinghe lane,10/11/2020,f,sinhala,73,17:14:00,Rainy,7.291622006,80.63439537,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,453.3,sinhala,Gangawata Korale,106151,4.53,851.9,20.6,20.26
robbery,dharmasena lane,10/12/2020,m,sinhala,63,10:31:00,Rainy,7.272593646,80.59018747,Non-Holiday,0,General Urban,Kendakaduwa,LK2136410,9219,119.7,sinhala,Yatinuwara,74566,5.88,377.5,17.5,5.87
burglary,mahaiyawa,10/13/2020,m,tamil,73,10:04:00,Rainy,7.304699855,80.6330322,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,298.1,tamil,Gangawata Korale,119617,4.63,1211.5,19.6,17.6
theft,joy boat,10/15/2020,m,sinhala,49,6:17:00,Rainy,7.290235893,80.63857028,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,686.5,sinhala,Gangawata Korale,117678,4.68,744.8,18.4,15.99
drugs,galkaduwa junction,10/18/2020,m,sinhala,36,12:40:00,Rainy,7.310257902,80.6404851,Non-Holiday,0,Commercial,Watapuluwa South,LK2130045,21491,203.6,sinhala,Gangawata Korale,120825,4.64,973,24.6,14.09
burglary,mahaiyawa,10/18/2020,m,tamil,73,13:35:00,Rainy,7.306330312,80.63210587,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,96.4,tamil,Gangawata Korale,110481,4.42,1081.4,22.4,15.91
stabbing,peradeniya town,10/20/2020,m,sinhala,50,13:32:00,Rainy,7.271202565,80.59457536,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,119.8,sinhala,Gangawata Korale,122460,4.57,155.6,8.5,3.23
theft,dalada maligawa,10/21/2020,m,sinhala,37,5:49:00,Rainy,7.293215055,80.64136855,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,264.7,sinhala,Gangawata Korale,123638,4.32,446.4,8.4,11.43
burglary,dalada maligawa,10/23/2020,m,sinhala,50,11:50:00,Rainy,7.293713099,80.64061698,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,338.2,sinhala,Gangawata Korale,119195,4.46,512.7,7.3,13.04
burglary,goerge.e.silva lane,10/28/2020,m,sinhala,36,22:59:00,Rainy,7.290318077,80.63233705,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,312.8,sinhala,Gangawata Korale,124381,4.65,855.7,21.1,21.17
burglary,kandy mosque,10/29/2020,f,sinhala,46,14:51:00,Rainy,7.289168276,80.63396495,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,209.5,sinhala,Gangawata Korale,122352,4.28,837.9,18.7,20.46
stabbing,nuwarawela ampitiya,10/30/2020,m,sinhala,57,18:10:00,Rainy,7.284607262,80.64725255,Prophet's Birthday,1,General Urban,Ampitiya South,LK2130225,929,307.5,sinhala,Gangawata Korale,118815,4.46,589.2,17.2,12.33
stabbing,nuwarawela ampitiya,10/30/2020,m,sinhala,57,18:10:00,Rainy,7.284607262,80.64725255,Vap Full Moon Poya Day,1,General Urban,Ampitiya South,LK2130225,929,307.5,sinhala,Gangawata Korale,106788,4.29,589.2,17.2,12.33
robbery,golden crown,11/1/2020,f,sinhala,55,1:58:00,Rainy,7.27514512,80.65468477,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,429.7,sinhala,Gangawata Korale,115675,4.49,262.7,5.8,4.37
vehicle theft,paradise park,11/2/2020,f,sinhala,56,2:54:00,Rainy,7.288227378,80.62767497,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,177.8,sinhala,Gangawata Korale,109614,4.71,1214.1,22.2,20.22
burglary,bus stand,11/4/2020,f,sinhala,26,11:45:00,Rainy,7.300733206,80.63482997,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,322.9,sinhala,Gangawata Korale,122991,4.38,1072.5,16.5,19.04
theft,peradeniya town,11/5/2020,f,sinhala,42,7:14:00,Rainy,7.268052372,80.59254229,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,472.8,sinhala,Gangawata Korale,112931,4.56,425.9,15.7,6.17
burglary,bus stand,11/6/2020,f,sinhala,26,13:09:00,Rainy,7.301898117,80.63520621,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,187.2,sinhala,Gangawata Korale,111531,4.35,1091.6,17.1,18.34
drugs,walespark,11/7/2020,m,sinhala,37,4:19:00,Rainy,7.290445003,80.63726357,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,572.5,sinhala,Gangawata Korale,125475,4.61,822.6,18.7,17.67
burglary,aruppala,11/10/2020,m,sinhala,41,0:58:00,Rainy,7.310845417,80.64376833,Non-Holiday,0,General Urban,Watapuluwa South,LK2130045,21491,238.2,sinhala,Gangawata Korale,116831,4.44,848.1,23.6,12.3
burglary,kotugodalla street,11/10/2020,m,sinhala,29,5:11:00,Rainy,7.297859792,80.63760216,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,225.9,sinhala,Gangawata Korale,125189,4.47,752.4,13,17.88
drugs,kandy hospital,11/10/2020,m,sinhala,48,20:51:00,Rainy,7.287626479,80.63242246,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,59.1,sinhala,Gangawata Korale,113390,4.31,837.9,19.1,19.5
burglary,dalada street,11/14/2020,m,sinhala,57,15:47:00,Rainy,7.295369479,80.6415899,Deepavali Festival Day,1,Commercial,Boowelikada,LK2130135,2310,285.5,sinhala,Gangawata Korale,117205,4.41,345.6,4.5,8.43
drugs,colombo street,11/21/2020,m,sinhala,26,4:58:00,Rainy,7.29636403,80.63484744,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,146.6,sinhala,Gangawata Korale,123317,4.67,990.9,18.4,21.46
theft,katugasthota road,11/26/2020,m,sinhala,35,20:26:00,Rainy,7.312603175,80.63395784,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,156,sinhala,Gangawata Korale,119057,4.46,1015.1,19.7,17.02
drugs,lady golden road,11/27/2020,m,sinhala,39,0:59:00,Cloudy,7.290075623,80.63401346,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,301.8,sinhala,Gangawata Korale,121954,4.43,867.2,19.1,21.38
robbery,dharmapala road lewella,11/27/2020,m,sinhala,21,13:57:00,Cloudy,7.297513504,80.64933701,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,273.9,sinhala,Gangawata Korale,123593,4.52,526.7,14.9,10.07
burglary,aniwatte,11/28/2020,m,sinhala,38,12:22:00,Cloudy,7.291391235,80.62277261,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,450.2,sinhala,Gangawata Korale,110621,4.71,879.9,22.9,16.03
robbery,mahaiyawa cemetery,11/30/2020,m,sinhala,38,11:13:00,Rainy,7.304030164,80.63508775,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,77.7,sinhala,Gangawata Korale,114578,4.41,1121,18.8,16.88
burglary,bus stand,12/4/2020,f,sinhala,27,20:16:00,Rainy,7.289102652,80.63581378,Day Before Sinhala and Tamil New Year,1,Commercial,Bogambara,LK2130145,2198,358.2,sinhala,Gangawata Korale,119451,4.39,740.9,18.7,17.9
drugs,goerge.e. silva lane,12/8/2020,m,sinhala,30,1:21:00,Rainy,7.29177655,80.63205582,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,227,sinhala,Gangawata Korale,116373,4.71,899.1,21.9,19.65
robbery,lewella town,12/8/2020,m,sinhala,56,9:14:00,Rainy,7.299961168,80.65141344,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,525.8,sinhala,Gangawata Korale,104991,4.7,621.1,14.8,12.05
theft,joy boat,12/9/2020,m,sinhala,34,17:45:00,Rainy,7.293636121,80.63942215,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,470.2,sinhala,Gangawata Korale,107322,4.55,623.6,9.4,16.33
theft,thannekumbura,12/9/2020,f,sinhala,60,23:59:00,Rainy,7.284837208,80.66124239,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,170.3,sinhala,Gangawata Korale,112742,4.7,77.8,5.8,1.53
vehicle theft,dalada maligawa,12/12/2020,m,sinhala,55,10:10:00,Cloudy,7.295315418,80.64145385,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,294.4,sinhala,Gangawata Korale,114017,4.63,367.3,4.6,8.9
robbery,lewella bangalaawatte,12/18/2020,m,muslim,50,6:36:00,Rainy,7.298339019,80.65004449,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,338.5,muslim,Gangawata Korale,104743,4.34,552.2,15.3,10.81
stabbing,dodamwela bridge,12/20/2020,m,sinhala,18,4:34:00,Rainy,7.286113962,80.6062194,Non-Holiday,0,General Urban,Kumburegedara,LK2133415,10691,457.4,sinhala,Harispattuwa,76977,5.31,117.3,12.7,2.01
robbery,lewella bangalaawatte,12/20/2020,m,muslim,50,10:09:00,Rainy,7.299000977,80.65220855,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,451.2,muslim,Gangawata Korale,109140,4.54,696.3,16,12.55
stabbing,dalada maligawa,12/24/2020,f,sinhala,58,20:26:00,Rainy,7.294688015,80.64093294,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,316.8,sinhala,Gangawata Korale,120700,4.72,429.8,5.8,10.9
stabbing,hanthane town,12/25/2020,m,sinhala,43,17:30:00,Cloudy,7.267403632,80.63642981,Christmas Day,1,General Urban,Hanthana Pedesa,LK2130220,5949,696.6,sinhala,Gangawata Korale,120586,4.62,82.9,6.1,1.16
vehicle theft,bowalawatte,12/27/2020,m,sinhala,17,7:52:00,Rainy,7.257876557,80.62287265,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,564,sinhala,Gangawata Korale,104030,4.41,10.2,6.5,0.6
theft,peradeniya road,12/28/2020,f,sinhala,39,3:23:00,Rainy,7.282892831,80.61919792,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,406,sinhala,Gangawata Korale,119580,4.53,850.6,29.6,19.39
burglary,gurudeniya,12/31/2020,f,sinhala,37,2:45:00,Rainy,7.266978204,80.69374105,Non-Holiday,0,General Urban,Kundasale North,LK2127355,10716,875.7,sinhala,Kundasale,85461,5.35,3.8,14,0.05
vehicle theft,bowalawatte,12/31/2020,m,sinhala,17,6:36:00,Rainy,7.255778383,80.6224872,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,630.6,sinhala,Gangawata Korale,111923,4.55,6.4,2.8,0.29
stabbing,peradeniya town,12/31/2020,m,sinhala,45,9:13:00,Rainy,7.268518421,80.59259847,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,422,sinhala,Gangawata Korale,117367,4.35,405.5,15.1,5.81
theft,lady golden road,12/31/2020,m,sinhala,50,13:32:00,Rainy,7.289096264,80.6354898,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,326.9,sinhala,Gangawata Korale,107976,4.61,749.9,18.6,18.44
burglary,thannekumbura,12/31/2020,m,sinhala,28,14:52:00,Rainy,7.283124484,80.66010733,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,99.8,sinhala,Gangawata Korale,119832,4.29,74,5,2.1
robbery,municipal indoor sports complex,12/31/2020,f,sinhala,43,18:58:00,Rainy,7.284836693,80.62375404,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,196.8,sinhala,Gangawata Korale,115715,4.65,1302.1,25,21.7
stabbing,kotugodalla road,12/31/2020,m,sinhala,35,22:03:00,Rainy,7.294985341,80.63583576,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,161.8,sinhala,Gangawata Korale,124227,4.54,883.8,18.5,21.38
burglary,mulgampola,1/4/2021,f,muslim,54,18:51:00,Rainy,7.280921991,80.61542368,Non-Holiday,0,General Urban,Welata,LK2130170,21826,270.5,muslim,Gangawata Korale,125802,4.33,744.8,28.1,15.17
stabbing,highschool,1/11/2021,m,muslim,57,4:25:00,Rainy,7.290918327,80.63390325,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,386.4,muslim,Gangawata Korale,120198,4.42,823.8,21.3,20.56
theft,sky gate hotel,1/14/2021,m,sinhala,44,5:00:00,Rainy,7.285281358,80.65749242,Tamil Thai Pongal Day,1,Commercial,Thennakumbura,LK2130240,19383,305.3,sinhala,Gangawata Korale,107206,4.52,107.1,8.4,2.72
burglary,dalada maligawa,1/14/2021,m,sinhala,26,6:22:00,Rainy,7.294035419,80.64269085,Tamil Thai Pongal Day,1,Commercial,Boowelikada,LK2130135,2310,110.9,sinhala,Gangawata Korale,121389,4.28,283.1,6.7,8.5
drugs,ampitiya town,1/14/2021,m,sinhala,54,17:47:00,Rainy,7.273154001,80.65837926,Tamil Thai Pongal Day,1,General Urban,Ampitiya Pallegama,LK2130245,928,585.4,sinhala,Gangawata Korale,124265,4.71,158.1,5.8,3.45
robbery,mahamaya primary,1/17/2021,m,sinhala,36,9:47:00,Cloudy,7.289125605,80.64509458,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,548.6,sinhala,Gangawata Korale,103680,4.57,652.9,19.5,16.07
robbery,kandy city centre,1/17/2021,m,sinhala,51,13:19:00,Cloudy,7.290433977,80.63822346,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,662.4,sinhala,Gangawata Korale,126045,4.3,774.1,18.3,16.6
theft,sky gate hotel,1/19/2021,m,sinhala,44,14:05:00,Rainy,7.284357335,80.65743638,Non-Holiday,0,Commercial,Thennakumbura,LK2130240,19383,279.3,sinhala,Gangawata Korale,108863,4.65,125,6.7,2.83
stabbing,lake house hotel,1/19/2021,f,muslim,27,19:52:00,Rainy,7.268463029,80.59599998,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,461.5,muslim,Gangawata Korale,109150,4.44,242.3,7.4,9.01
robbery,kingswood,1/23/2021,m,muslim,30,7:21:00,Cloudy,7.278530171,80.61437301,Non-Holiday,0,Commercial,Welata,LK2130170,21826,23.9,muslim,Gangawata Korale,108939,4.32,698.9,26.9,13.44
burglary,yatinuwara street,1/25/2021,m,sinhala,73,16:38:00,Rainy,7.295829646,80.6338885,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,260.2,sinhala,Gangawata Korale,123523,4.41,1076.3,20.2,21.58
burglary,post office,1/26/2021,m,sinhala,41,13:14:00,Cloudy,7.291780191,80.63532718,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,522.2,sinhala,Gangawata Korale,109437,4.62,887.6,19.9,20.72
drugs,thannekumbura,1/28/2021,m,sinhala,24,1:07:00,Rainy,7.282208086,80.66032256,Duruthu Full Moon Poya Day,1,General Urban,Thennakumbura,LK2130240,19383,204.4,sinhala,Gangawata Korale,114703,4.67,59.9,4.2,1.98
burglary,2nd rajasinghe lane,1/28/2021,m,tamil,26,3:43:00,Rainy,7.289337543,80.63207612,Duruthu Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,218.9,tamil,Gangawata Korale,125740,4.56,822.6,20.3,20.66
burglary,2nd rajasinghe lane,1/28/2021,f,sinhala,34,9:52:00,Rainy,7.289717876,80.63396679,Duruthu Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,263.3,sinhala,Gangawata Korale,109942,4.42,867.2,19,21.16
theft,kotugodalla road,1/28/2021,m,muslim,45,15:47:00,Rainy,7.295963771,80.63565183,Duruthu Full Moon Poya Day,1,General Urban,Mahanuwara,LK2130120,11613,75.6,muslim,Gangawata Korale,110860,4.62,936.1,18.1,21.96
robbery,sri wickramasinghe mawatha,2/1/2021,m,sinhala,25,3:32:00,Rainy,7.286423469,80.64238648,Non-Holiday,0,Commercial,Ampitiya South,LK2130225,929,624.5,sinhala,Gangawata Korale,123567,4.35,584.1,15.7,12.53
theft,mulgampola,2/1/2021,m,sinhala,53,6:32:00,Rainy,7.278633554,80.61667066,Non-Holiday,0,General Urban,Welata,LK2130170,21826,258,sinhala,Gangawata Korale,115358,4.44,735.8,27.7,15.28
theft,mulgampola,2/4/2021,m,sinhala,53,5:11:00,Cloudy,7.279609721,80.61669132,Good Friday,1,General Urban,Welata,LK2130170,21826,277.3,sinhala,Gangawata Korale,105647,4.55,723.1,28.2,15.5
drugs,hanthane kadurata malshalawa,2/4/2021,m,muslim,26,23:56:00,Cloudy,7.290099549,80.63418687,Good Friday,1,Commercial,Bogambara,LK2130145,2198,312.1,muslim,Gangawata Korale,108065,4.41,845.5,19.1,21.22
robbery,municipal indoor sports complex,2/10/2021,f,muslim,34,16:28:00,Cloudy,7.283342978,80.6254355,Non-Holiday,0,Commercial,Suduhumpala East,LK2130160,18807,109.8,muslim,Gangawata Korale,103912,4.66,1464,21.7,21.57
stabbing,post office,2/11/2021,m,sinhala,32,7:20:00,Cloudy,7.291045163,80.63506694,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,450.9,sinhala,Gangawata Korale,120298,4.51,859.5,20.2,19.97
robbery,bowalawatte,2/14/2021,m,muslim,40,3:38:00,Rainy,7.272316777,80.61374292,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,164.2,muslim,Gangawata Korale,116025,4.44,822.6,26.2,16.21
theft,hanthane,2/14/2021,m,muslim,19,13:32:00,Rainy,7.266314204,80.63688232,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,825.6,muslim,Gangawata Korale,112829,4.38,28.1,4.1,0.34
theft,train station,2/19/2021,f,sinhala,66,20:34:00,Rainy,7.29115258,80.63434558,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,426.6,sinhala,Gangawata Korale,115520,4.37,831.5,20.5,20.34
